 x_location			U_max
   0.0000000000000000        1.1058951603685636     
   7.1255473043093064E-003   1.1059001479687789     
   2.2683323251445980E-002   1.1059456466684345     
   4.3927821223247253E-002   1.1060838410388585     
   6.7183289876752705E-002   1.1063336736994445     
   8.8427787848553999E-002   1.1066486307679617     
  0.10398556379569068        1.1069293231122244     
  0.11111111109999998        1.1070713913905967     
  0.11111111109999998        1.1070713913905967     
  0.11823665840430929        1.1072293433874107     
  0.13379443435144595        1.1076239223880397     
  0.15503893232324725        1.1082256194357443     
  0.17829440097675278        1.1089585546433260     
  0.19953889894855398        1.1097190395925154     
  0.21509667489569068        1.1103517229849402     
  0.22222222219999996        1.1106493617296702     
  0.22222222219999996        1.1106493617296702     
  0.22934776950430935        1.1109512954870748     
  0.24490554545144594        1.1117013839368259     
  0.26615004342324722        1.1128677472539208     
  0.28940551207675269        1.1149934092776899     
  0.31065001004855397        1.1216453587941131     
  0.32620778599569067        1.1304047489501847     
  0.33333333329999998        1.1354321487076637     
  0.33333333329999998        1.1354321487076637     
  0.34045888060430907        1.1612967854454643     
  0.35601665655144593        1.1647145253745044     
  0.37726115452324710        1.2017001934264924     
  0.40051662317675280        1.2834792836449662     
  0.42176112114855396        1.2609643734687692     
  0.43731889709569066        1.3311592041775973     
  0.44444444439999992        1.4316312577954116     
  0.44444444439999992        1.4316312577954116     
  0.45156999170430939        1.4852999942753913     
  0.46712776765144592        1.3303805391931673     
  0.48837226562324704        1.3350328037015280     
  0.51162773427675257        1.4304544311829914     
  0.53287223224855396        1.4718586414682584     
  0.54843000819569065        1.3940226839176884     
  0.55555555549999991        1.4168911319704125     
  0.55555555549999991        1.4168911319704125     
  0.56268110280430927        1.3940226839180188     
  0.57823887875144586        1.4718586414688275     
  0.59948337672324725        1.4304544311821750     
  0.62273884537675261        1.3350328037004511     
  0.64398334334855389        1.3303805391937003     
  0.65954111929569059        1.4852999942750209     
  0.66666666659999996        1.4316312577957371     
  0.66666666659999996        1.4316312577957371     
  0.67379221390430888        1.3311592041780742     
  0.68934998985144591        1.2609643734681881     
  0.71059448782324730        1.2834792836457025     
  0.73384995647675266        1.2017001934259364     
  0.75509445444855394        1.1647145253752367     
  0.77065223039569064        1.1612967854461109     
  0.77777777769999989        1.1354321487072230     
  0.77777777769999989        1.1354321487072230     
  0.78490332500430882        1.1304047489508522     
  0.80046110095144585        1.1216453587952870     
  0.82170559892324679        1.1149934092765770     
  0.84496106757675304        1.1128677472557471     
  0.86620556554855388        1.1117013839354155     
  0.88176334149569069        1.1109512954861580     
  0.88888888879999994        1.1106493617299247     
  0.88888888879999994        1.1106493617299247     
  0.89601443610430931        1.1103517229841033     
  0.91157221205144578        1.1097190395938688     
  0.93281671002324695        1.1089585546447756     
  0.95607217867675309        1.1082256194343525     
  0.97731667664855393        1.1076239223891016     
  0.99287445259569063        1.1072293433868381     
  0.99999999989999999        1.1070713913904080     
  0.99999999989999999        1.1070713913904080     
   1.0071255472043092        1.1069293231125290     
   1.0226833231514458        1.1066486307674801     
   1.0439278211232472        1.1063336737000031     
   1.0671832897767528        1.1060838410383571     
   1.0884277877485540        1.1059456466687778     
   1.1039855636956908        1.1059001479686195     
   1.1111111110000000        1.1058951603685636     
