 x_location			y_location			U_max 
   0.0000000000000000        5.0000000000000000        3.3332854373565146     
   6.4129925745196742E-002   4.9999999999999982        3.3332854373711185     
  0.20414990928342885        5.0000000000000000        3.3332854373652920     
  0.39535039104876046        5.0000000000000000        3.3332854373685143     
  0.60464960895123965        5.0000000000000000        3.3332854373686436     
  0.79585009071657109        5.0000000000000000        3.3332854373662593     
  0.93587007425480329        5.0000000000000000        3.3332854373718726     
   1.0000000000000000        5.0000000000000000        3.3332854373565151     
  0.99999999999999989        5.0641299257451946        3.3327371497176848     
   1.0641299257451964        4.9999999999999982        3.3332854373711180     
   1.2041499092834287        5.0000000000000000        3.3332854373652920     
   1.3953503910487601        5.0000000000000000        3.3332854373685148     
   1.6046496089512399        5.0000000000000000        3.3332854373686440     
   1.7958500907165711        5.0000000000000000        3.3332854373662593     
   1.9358700742548032        5.0000000000000000        3.3332854373718730     
   2.0000000000000000        5.0000000000000000        3.3332854373565146     
   1.9999999999999998        5.0641299257451946        3.3327371497176856     
   2.0641299257451968        4.9999999999999982        3.3332854373711180     
   2.2041499092834287        5.0000000000000000        3.3332854373652911     
   2.3953503910487606        5.0000000000000000        3.3332854373685139     
   2.6046496089512394        5.0000000000000000        3.3332854373686427     
   2.7958500907165713        5.0000000000000000        3.3332854373662584     
   2.9358700742548036        5.0000000000000000        3.3332854373718712     
   3.0000000000000000        5.0000000000000000        3.3332854373565137     
   2.9999999999999991        5.0641299257451946        3.3327371497176843     
   3.0641299257451959        4.9999999999999982        3.3332854373711172     
   3.2041499092834291        5.0000000000000000        3.3332854373652907     
   3.3953503910487597        5.0000000000000000        3.3332854373685130     
   3.6046496089512403        5.0000000000000000        3.3332854373686427     
   3.7958500907165709        5.0000000000000000        3.3332854373662584     
   3.9358700742548032        5.0000000000000000        3.3332854373718717     
   4.0000000000000000        5.0000000000000000        3.3332854373565137     
   3.9999999999999996        5.0641299257451946        3.3327371497176843     
   4.0641299257451964        4.9999999999999982        3.3332854373711172     
   4.2041499092834282        5.0000000000000000        3.3332854373652903     
   4.3953503910487601        5.0000000000000000        3.3332854373685139     
   4.6046496089512399        5.0000000000000000        3.3332854373686431     
   4.7958500907165709        5.0000000000000000        3.3332854373662588     
   4.9358700742548027        5.0000000000000000        3.3332854373718721     
   5.0000000000000000        5.0000000000000000        3.3332854373565137     
   4.9999999999999982        5.0641299257451946        3.3327371497176843     
   5.0641299257451946        4.9999999999999982        3.3332854373711172     
   5.2041499092834282        5.0000000000000000        3.3332854373652907     
   5.3953503910487601        5.0000000000000000        3.3332854373685139     
   5.6046496089512399        5.0000000000000000        3.3332854373686427     
   5.7958500907165718        5.0000000000000000        3.3332854373662588     
   5.9358700742548036        5.0000000000000000        3.3332854373718717     
   6.0000000000000000        5.0000000000000000        3.3332854373565137     
   5.9999999999999982        5.0641299257451946        3.3327371497176848     
   6.0641299257451955        4.9999999999999982        3.3332854373711176     
   6.2041499092834291        5.0000000000000000        3.3332854373652907     
   6.3953503910487584        5.0000000000000000        3.3332854373685130     
   6.6046496089512408        5.0000000000000000        3.3332854373686431     
   6.7958500907165709        5.0000000000000000        3.3332854373662588     
   6.9358700742548027        5.0000000000000000        3.3332854373718721     
   7.0000000000000000        5.0000000000000000        3.3332854373565142     
   6.9999999999999982        5.3953503910487601        3.3124476373286780     
   7.0641299257451964        4.9999999999999982        3.3332854373711176     
   7.2041499092834282        5.0000000000000000        3.3332854373652911     
   7.3953503910487584        5.0000000000000000        3.3332854373685139     
   7.6046496089512416        5.0000000000000000        3.3332854373686431     
   7.7958500907165709        5.0000000000000000        3.3332854373662593     
   7.9358700742548036        5.0000000000000000        3.3332854373718721     
   8.0000000000000000        5.0000000000000000        3.3332854373565137     
   7.9999999999999991        5.0641299257451946        3.3327371497176848     
   8.0641299257451973        4.9999999999999982        3.3332854373711176     
   8.2041499092834282        5.0000000000000000        3.3332854373652916     
   8.3953503910487601        5.0000000000000000        3.3332854373685139     
   8.6046496089512399        5.0000000000000000        3.3332854373686427     
   8.7958500907165700        5.0000000000000000        3.3332854373662588     
   8.9358700742548045        5.0000000000000000        3.3332854373718717     
   9.0000000000000000        5.0000000000000000        3.3332854373565142     
   9.0641299257451973        4.9999999999999982        3.3332854373711172     
   9.2041499092834282        5.0000000000000000        3.3332854373652907     
   9.3953503910487619        5.0000000000000000        3.3332854373685135     
   9.6046496089512399        5.0000000000000000        3.3332854373686431     
   9.7958500907165700        5.0000000000000000        3.3332854373662593     
   9.9358700742548027        5.0000000000000000        3.3332854373718726     
   10.000000000000000        5.0000000000000000        3.3332854373565146     
   9.9999999999999964        5.0641299257451946        3.3327371497176852     
