 x_location			Shape Factor
   0.0000000000000000        2.9982054457933689     
   7.1255473043093064E-003   2.9974621621468502     
   2.2683323251445980E-002   2.9942029514033845     
   4.3927821223247253E-002   2.9861992997254769     
   6.7183289876752705E-002   2.9729730483140919     
   8.8427787848553999E-002   2.9570747292192014     
  0.10398556379569068        2.9433373589018981     
  0.11111111109999998        2.9365544520220728     
  0.11111111109999998        2.9365544520220728     
  0.11823665840430929        2.9293804691570511     
  0.13379443435144595        2.9114463161922797     
  0.15503893232324725        2.8841467252134665     
  0.17829440097675278        2.8520029227713350     
  0.19953889894855398        2.8212173586512690     
  0.21509667489569068        2.7963420002913919     
  0.22222222219999996        2.7844095126344981     
  0.22222222219999996        2.7844095126344981     
  0.22934776950430935        2.7725344297383638     
  0.24490554545144594        2.7464780613591668     
  0.26615004342324722        2.7113570158346025     
  0.28940551207675269        2.6702811460307312     
  0.31065001004855397        2.6343846547094683     
  0.32620778599569067        2.6078066476826636     
  0.33333333329999998        2.5959457844598810     
  0.33333333329999998        2.5959457844598810     
  0.34045888060430907        2.5844317905689045     
  0.35601665655144593        2.5595373013132545     
  0.37726115452324710        2.5273620988954684     
  0.40051662317675280        2.4947487541938922     
  0.42176112114855396        2.4681638254393001     
  0.43731889709569066        2.4512405680890188     
  0.44444444439999992        2.4437990823956062     
  0.44444444439999992        2.4437990823956062     
  0.45156999170430939        2.4365849705666585     
  0.46712776765144592        2.4225665864775041     
  0.48837226562324704        2.4072852770607662     
  0.51162773427675257        2.3956399772426287     
  0.53287223224855396        2.3896105769876095     
  0.54843000819569065        2.3879781031856173     
  0.55555555549999991        2.3880182067586850     
  0.55555555549999991        2.3880182067586850     
  0.56268110280430927        2.3885510209759180     
  0.57823887875144586        2.3914429427152442     
  0.59948337672324725        2.3992363056820456     
  0.62273884537675261        2.4129089365213683     
  0.64398334334855389        2.4301550948545438     
  0.65954111929569059        2.4456852327203791     
  0.66666666659999996        2.4534414386847931     
  0.66666666659999996        2.4534414386847931     
  0.67379221390430888        2.4611635489314563     
  0.68934998985144591        2.4796113692762729     
  0.71059448782324730        2.5083254133862058     
  0.73384995647675266        2.5426570188109086     
  0.75509445444855394        2.5765382960351872     
  0.77065223039569064        2.6025125992120861     
  0.77777777769999989        2.6146063705093394     
  0.77777777769999989        2.6146063705093394     
  0.78490332500430882        2.6270385131320904     
  0.80046110095144585        2.6540606352754468     
  0.82170559892324679        2.6912709128624654     
  0.84496106757675304        2.7324143144066073     
  0.86620556554855388        2.7680980569730091     
  0.88176334149569069        2.7943274574609132     
  0.88888888879999994        2.8062060559240267     
  0.88888888879999994        2.8062060559240267     
  0.89601443610430931        2.8181017293178772     
  0.91157221205144578        2.8416626913528997     
  0.93281671002324695        2.8717162293051119     
  0.95607217867675309        2.9025832913503011     
  0.97731667664855393        2.9282966974531459     
  0.99287445259569063        2.9441494494735965     
  0.99999999989999999        2.9506384926599014     
  0.99999999989999999        2.9506384926599014     
   1.0071255472043092        2.9567002699528917     
   1.0226833231514458        2.9687476879350871     
   1.0439278211232472        2.9821075894148805     
   1.0671832897767528        2.9923105271688191     
   1.0884277877485540        2.9973985300389909     
   1.1039855636956908        2.9984699846766585     
   1.1111111110000000        2.9982054457933689     
