 x_location			y_location			U_max 
   0.0000000000000000       0.64398334340651242        1.4971778173399155     
   7.1255473043093064E-003  0.64402125989746717        1.4970740621247520     
   2.2683323251445980E-002  0.64436711096054422        1.4971999992699736     
   4.3927821223247253E-002  0.64541716601286525        1.4981227836474815     
   6.7183289876752705E-002  0.64731410137153689        1.5000724115690971     
   8.8427787848553999E-002  0.64970286254500997        1.5026296143699722     
  0.10398556379569068       0.65182930815510820        1.5049093601431678     
  0.11111111109999998       0.65290468991421191        1.5060536808770808     
  0.11823665840430929       0.65404142184441461        1.5072506646068677     
  0.13379443435144595       0.63606255806027112        1.5107104964971731     
  0.15503893232324725       0.64033625236462011        1.5161821987347026     
  0.17829440097675278       0.64552835323221769        1.5225234582897758     
  0.19953889894855398       0.65066704118319096        1.5284426681794581     
  0.21509667489569068       0.63288869304457929        1.5337028461152087     
  0.22222222219999996       0.63483598373636940        1.5363170710144307     
  0.22934776950430935       0.63680894046967562        1.5389125991617896     
  0.24490554545144594       0.64119027706821496        1.5444685212583598     
  0.26615004342324722       0.64728445320378869        1.5517200410995389     
  0.28940551207675269       0.63502738795383107        1.5611850114866199     
  0.31065001004855397       0.64137461470390100        1.5691606665973039     
  0.32620778599569067       0.63235664800327607        1.5754378495272212     
  0.33333333329999998       0.63447152295028530        1.5782092092705111     
  0.34045888060430907       0.63039320492726603        1.5808867450715729     
  0.35601665655144593       0.63489650811239129        1.5868094967762283     
  0.37726115452324710       0.63470915754372637        1.5945827063401274     
  0.40051662317675280       0.62768445785395155        1.6027284203673702     
  0.42176112114855396       0.63274456543299162        1.6094797670881709     
  0.43731889709569066       0.63606951291231728        1.6137210447738064     
  0.44444444439999992       0.62007529595656241        1.6157211624059520     
  0.45156999170430939       0.62145537552548880        1.6177578295361237     
  0.46712776765144592       0.62418432653854716        1.6217231860172165     
  0.48837226562324704       0.62724991739746516        1.6261116867496934     
  0.51162773427675257       0.62968432890753123        1.6296215292370182     
  0.53287223224855396       0.63103190572077783        1.6316973072589440     
  0.54843000819569065       0.63147574994819122        1.6325508416745893     
  0.55555555549999991       0.63152440966744861        1.6327548167061348     
  0.56268110280430927       0.63147574994819100        1.6328416573122890     
  0.57823887875144586       0.63103190572077783        1.6326188541663569     
  0.59948337672324725       0.62968432890753123        1.6313811999372871     
  0.62273884537675261       0.62724991739746516        1.6287339879054830     
  0.64398334334855389       0.62418432653854727        1.6250606912988976     
  0.65954111929569059       0.62145537552548902        1.6215635216497319     
  0.66666666659999996       0.63747662814348049        1.6198286764020957     
  0.67379221390430888       0.63606951291231706        1.6182871476922331     
  0.68934998985144591       0.63274456543299173        1.6144607293545963     
  0.71059448782324730       0.62768445785395155        1.6081733936889822     
  0.73384995647675266       0.63470915754372637        1.6007695029764497     
  0.75509445444855394       0.63489650811239129        1.5934211785787236     
  0.77065223039569064       0.63655888565271490        1.5877846432414331     
  0.77777777769999989       0.63447152295028542        1.5851504883283862     
  0.78490332500430882       0.63235664800327618        1.5823987358704532     
  0.80046110095144585       0.64137461470390100        1.5765318843885026     
  0.82170559892324679       0.63502738795383129        1.5684754100933089     
  0.84496106757675304       0.64728445320378869        1.5593526091659755     
  0.86620556554855388       0.64119027706821508        1.5518145901492113     
  0.88176334149569069       0.63680894046967595        1.5459833421922702     
  0.88888888879999994       0.63483598373636940        1.5432449104599226     
  0.89601443610430931       0.63288869304457918        1.5404779636648025     
  0.91157221205144578       0.65066704118319096        1.5354110113664678     
  0.93281671002324695       0.64552835323221769        1.5289281031955066     
  0.95607217867675309       0.64033625236462000        1.5218894162379064     
  0.97731667664855393       0.63606255806027112        1.5157216673256859     
  0.99287445259569063       0.65404142184441505        1.5120643955994593     
  0.99999999989999999       0.65290468991421191        1.5106010970914385     
   1.0071255472043092       0.65182930815510787        1.5091856068975280     
   1.0226833231514458       0.64970286254500997        1.5062992433890008     
   1.0439278211232472       0.64731410137153689        1.5028872139777212     
   1.0671832897767528       0.64541716601286525        1.4999763738883349     
   1.0884277877485540       0.64436711096054422        1.4981607803129504     
   1.1039855636956908       0.64402125989746750        1.4973762390052467     
   1.1111111110000000       0.64398334340651242        1.4971778173399155     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
   0.0000000000000000        0.0000000000000000        0.0000000000000000     
