 x_location			U_max
   0.0000000000000000        1.4971778173399155     
   7.1255473043093064E-003   1.4970740621247520     
   2.2683323251445980E-002   1.4971999992699736     
   4.3927821223247253E-002   1.4981227836474815     
   6.7183289876752705E-002   1.5000724115690971     
   8.8427787848553999E-002   1.5026296143699722     
  0.10398556379569068        1.5049093601431678     
  0.11111111109999998        1.5060536808770808     
  0.11111111109999998        1.5060536808770808     
  0.11823665840430929        1.5072506646068677     
  0.13379443435144595        1.5107104964971731     
  0.15503893232324725        1.5161821987347026     
  0.17829440097675278        1.5225234582897758     
  0.19953889894855398        1.5284426681794581     
  0.21509667489569068        1.5337028461152087     
  0.22222222219999996        1.5363170710144307     
  0.22222222219999996        1.5363170710144307     
  0.22934776950430935        1.5389125991617896     
  0.24490554545144594        1.5444685212583598     
  0.26615004342324722        1.5517200410995389     
  0.28940551207675269        1.5611850114866199     
  0.31065001004855397        1.5691606665973039     
  0.32620778599569067        1.5754378495272212     
  0.33333333329999998        1.5782092092705111     
  0.33333333329999998        1.5782092092705111     
  0.34045888060430907        1.5808867450715729     
  0.35601665655144593        1.5868094967762283     
  0.37726115452324710        1.5945827063401274     
  0.40051662317675280        1.6027284203673702     
  0.42176112114855396        1.6094797670881709     
  0.43731889709569066        1.6137210447738064     
  0.44444444439999992        1.6157211624059520     
  0.44444444439999992        1.6157211624059520     
  0.45156999170430939        1.6177578295361237     
  0.46712776765144592        1.6217231860172165     
  0.48837226562324704        1.6261116867496934     
  0.51162773427675257        1.6296215292370182     
  0.53287223224855396        1.6316973072589440     
  0.54843000819569065        1.6325508416745893     
  0.55555555549999991        1.6327548167061348     
  0.55555555549999991        1.6327548167061348     
  0.56268110280430927        1.6328416573122890     
  0.57823887875144586        1.6326188541663569     
  0.59948337672324725        1.6313811999372871     
  0.62273884537675261        1.6287339879054830     
  0.64398334334855389        1.6250606912988976     
  0.65954111929569059        1.6215635216497319     
  0.66666666659999996        1.6198286764020957     
  0.66666666659999996        1.6198286764020957     
  0.67379221390430888        1.6182871476922331     
  0.68934998985144591        1.6144607293545963     
  0.71059448782324730        1.6081733936889822     
  0.73384995647675266        1.6007695029764497     
  0.75509445444855394        1.5934211785787236     
  0.77065223039569064        1.5877846432414331     
  0.77777777769999989        1.5851504883283862     
  0.77777777769999989        1.5851504883283862     
  0.78490332500430882        1.5823987358704532     
  0.80046110095144585        1.5765318843885026     
  0.82170559892324679        1.5684754100933089     
  0.84496106757675304        1.5593526091659755     
  0.86620556554855388        1.5518145901492113     
  0.88176334149569069        1.5459833421922702     
  0.88888888879999994        1.5432449104599226     
  0.88888888879999994        1.5432449104599226     
  0.89601443610430931        1.5404779636648025     
  0.91157221205144578        1.5354110113664678     
  0.93281671002324695        1.5289281031955066     
  0.95607217867675309        1.5218894162379064     
  0.97731667664855393        1.5157216673256859     
  0.99287445259569063        1.5120643955994593     
  0.99999999989999999        1.5106010970914385     
  0.99999999989999999        1.5106010970914385     
   1.0071255472043092        1.5091856068975280     
   1.0226833231514458        1.5062992433890008     
   1.0439278211232472        1.5028872139777212     
   1.0671832897767528        1.4999763738883349     
   1.0884277877485540        1.4981607803129504     
   1.1039855636956908        1.4973762390052467     
   1.1111111110000000        1.4971778173399155     
